,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1348,BBD6_V__3557,Unassigned,Unassigned,Unassigned,1094_0,Clustered,4,VC_1094_0,4,0.7182,0.99879268,0.7173,1,2,2,1.0
1349,BBD6_V__3572,Unassigned,Unassigned,Unassigned,60_0,Clustered,5,VC_60_0,5,0.1835,0.99984822,0.1835,1,1,1,1.0
1350,BBD6_V__62,Unassigned,Unassigned,Unassigned,411_0,Clustered,4,VC_411_0,4,0.3534,0.99961842,0.3533,1,1,1,1.0
1351,BBF1_V__1067,Unassigned,Unassigned,Unassigned,1303_0,Clustered,2,VC_1303_0,2,0.1767,0.6381632,0.1128,1,1,1,1.0
1352,BBF1_V__12,Unassigned,Unassigned,Unassigned,37_0,Clustered,6,VC_37_0,6,0.2834,0.99976528,0.2834,1,1,1,0.9333
1353,BBF1_V__1313,Unassigned,Unassigned,Unassigned,1478_0,Clustered,2,VC_1478_0,2,0.0246,0.94612813,0.0233,1,1,1,1.0
1354,BBF1_V__1998,Unassigned,Unassigned,Unassigned,171_0,Clustered,13,VC_171_0,13,0.3262,1.0,0.3262,1,1,1,1.0
1355,BBF1_V__206,Unassigned,Unassigned,Unassigned,245_0,Clustered,2,VC_245_0,2,0.3636,0.81445332,0.2961,1,1,1,1.0
1356,BBF1_V__2169,Unassigned,Unassigned,Unassigned,210_0,Clustered,14,VC_210_0,14,0.2373,1.0,0.2373,1,2,2,0.8901
1357,BBF1_V__352,Unassigned,Unassigned,Unassigned,1148_0,Clustered,3,VC_1148_0,3,0.3298,0.59151934,0.1951,1,1,1,1.0
1358,BBF1_V__3618,Unassigned,Unassigned,Unassigned,208_1,Clustered/Singleton,1,VC_208_1,1,0.0,1.0,0.0,1,1,1,1.0
1359,BBF1_V__3672,Unassigned,Unassigned,Unassigned,407_0,Clustered,2,VC_407_0,2,0.0689,0.94797038,0.0653,1,1,1,1.0
1360,BBF1_V__3746,Unassigned,Unassigned,Unassigned,398_0,Clustered,2,VC_398_0,2,0.2176,0.64159974,0.1396,1,1,1,1.0
1361,BBF1_V__379,Unassigned,Unassigned,Unassigned,479_0,Clustered,2,VC_479_0,2,0.0328,0.79444573,0.026,1,1,1,1.0
1362,BBF1_V__4612,Unassigned,Unassigned,Unassigned,171_0,Clustered,13,VC_171_0,13,0.3262,1.0,0.3262,1,1,1,1.0
1363,BBF1_V__5113,Unassigned,Unassigned,Unassigned,604_1,Clustered/Singleton,1,VC_604_1,1,0.0,1.0,0.0,1,1,1,1.0
1364,BBF1_V__593,Unassigned,Unassigned,Unassigned,217_0,Clustered,4,VC_217_0,4,0.2439,0.9991926,0.2437,1,1,1,1.0
1365,BBF1_V__7080,Unassigned,Unassigned,Unassigned,494_0,Clustered,2,VC_494_0,2,0.0346,0.93881789,0.0325,1,1,1,1.0
1366,BBF1_V__7181,Unassigned,Unassigned,Unassigned,231_0,Clustered,15,VC_231_0,15,0.5189,1.0,0.5189,1,1,1,1.0
1367,BBF1_V__7901,Unassigned,Unassigned,Unassigned,371_0,Clustered,2,VC_371_0,2,0.105,0.95250214,0.1001,1,1,1,1.0
1368,BBF1_V__7975,Unassigned,Unassigned,Unassigned,140_0,Clustered,3,VC_140_0,3,0.0374,0.97537198,0.0365,1,1,1,1.0
1369,BBF1_V__8377,Unassigned,Unassigned,Unassigned,935_0,Clustered,3,VC_935_0,3,0.072,0.6657665,0.048,1,1,1,1.0
1370,BBF1_V__9260,Unassigned,Unassigned,Unassigned,235_0,Clustered,4,VC_235_0,4,0.4842,0.9999116,0.4842,1,1,1,0.6667
1371,BBF6_V__3878,Unassigned,Unassigned,Unassigned,351_0,Clustered,2,VC_351_0,2,0.0688,0.95578692,0.0658,1,2,2,1.0
1372,BBF8_V__1021,Unassigned,Unassigned,Unassigned,395_0,Clustered,7,VC_395_0,7,0.8539,0.9999378,0.8538,1,1,1,1.0
1373,BBF8_V__12,Unassigned,Unassigned,Unassigned,37_0,Clustered,6,VC_37_0,6,0.2834,0.99976528,0.2834,1,1,1,0.9333
1374,BBF8_V__2646,Unassigned,Unassigned,Unassigned,90_0,Clustered,8,VC_90_0,8,0.5812,1.0,0.5812,2,2,2,1.0
1375,BBF8_V__5907,Unassigned,Unassigned,Unassigned,1380_0,Clustered,2,VC_1380_0,2,1.0,1.0,1.0,1,1,1,1.0
1376,BBF8_V__7518,Unassigned,Unassigned,Unassigned,1276_0,Clustered,2,VC_1276_0,2,1.0,1.0,1.0,1,1,1,1.0
1377,BBN1_V__10350,Unassigned,Unassigned,Unassigned,728_0,Clustered,2,VC_728_0,2,0.5003,0.81445332,0.4075,1,1,1,1.0
1378,BBN1_V__1043,Unassigned,Unassigned,Unassigned,1210_0,Clustered,3,VC_1210_0,3,0.4156,0.99677591,0.4143,1,1,1,1.0
1379,BBN1_V__1461,Unassigned,Unassigned,Unassigned,1381_0,Clustered,2,VC_1381_0,2,1.0,1.0,1.0,1,1,1,1.0
1380,BBN1_V__1643,Unassigned,Unassigned,Unassigned,256_0,Clustered,3,VC_256_0,3,0.5934,0.97616095,0.5792,1,1,1,1.0
1381,BBN1_V__203,Unassigned,Unassigned,Unassigned,207_0,Clustered,22,VC_207_0,22,0.4255,1.0,0.4255,2,2,2,0.8009
1382,BBN1_V__2189,Unassigned,Unassigned,Unassigned,649_0,Clustered,17,VC_649_0,17,0.5497,1.0,0.5497,1,1,1,1.0
1383,BBN1_V__2404,Unassigned,Unassigned,Unassigned,105_0,Clustered,15,VC_105_0,15,0.2793,1.0,0.2793,1,1,1,0.9714
1384,BBN1_V__2461,Unassigned,Unassigned,Unassigned,395_0,Clustered,7,VC_395_0,7,0.8539,0.9999378,0.8538,1,1,1,1.0
1385,BBN1_V__2739,Unassigned,Unassigned,Unassigned,509_0,Clustered,2,VC_509_0,2,0.2978,0.72985431,0.2174,1,1,1,1.0
1386,BBN1_V__2819,Unassigned,Unassigned,Unassigned,222_0,Clustered,3,VC_222_0,3,0.2447,0.99772058,0.2441,1,1,1,1.0
1387,BBN1_V__293,Unassigned,Unassigned,Unassigned,443_0,Clustered,7,VC_443_0,7,0.6097,0.99999981,0.6097,1,1,1,0.9048
1388,BBN1_V__3014,Unassigned,Unassigned,Unassigned,1189_0,Clustered/Singleton,1,VC_1189_0,1,0.0,1.0,0.0,1,1,1,1.0
1389,BBN1_V__3161,Unassigned,Unassigned,Unassigned,1365_0,Clustered,2,VC_1365_0,2,1.0,1.0,1.0,1,1,1,1.0
1390,BBN1_V__322,Unassigned,Unassigned,Unassigned,117_1,Clustered/Singleton,1,VC_117_1,1,0.0,1.0,0.0,1,1,1,1.0
1391,BBN1_V__36,Unassigned,Unassigned,Unassigned,143_0,Clustered,22,VC_143_0,22,0.3576,1.0,0.3576,1,1,1,0.9654
1392,BBN1_V__3746,Unassigned,Unassigned,Unassigned,1335_0,Clustered,2,VC_1335_0,2,0.6374,0.5,0.3187,1,1,1,1.0
1393,BBN1_V__400,Unassigned,Unassigned,Unassigned,332_0,Clustered/Singleton,1,VC_332_0,1,0.0,1.0,0.0,1,1,1,1.0
1394,BBN1_V__423,Unassigned,Unassigned,Unassigned,591_0,Clustered,4,VC_591_0,4,0.721,0.89563743,0.6458,1,1,1,1.0
1395,BBN1_V__5202,Unassigned,Unassigned,Unassigned,1320_0,Clustered,2,VC_1320_0,2,0.745,0.76024994,0.5664,1,1,1,1.0
1396,BBN1_V__5481,Unassigned,Unassigned,Unassigned,754_0,Clustered,2,VC_754_0,2,0.1003,0.95037306,0.0953,1,1,1,1.0
1397,BBN1_V__5493,Unassigned,Unassigned,Unassigned,1151_0,Clustered/Singleton,1,VC_1151_0,1,0.0,1.0,0.0,1,1,1,1.0
1398,BBN1_V__6034,Unassigned,Unassigned,Unassigned,472_0,Clustered,2,VC_472_0,2,0.5,0.0,0.0,1,1,1,1.0
1399,BBN1_V__6083,Unassigned,Unassigned,Unassigned,1383_0,Clustered,2,VC_1383_0,2,1.0,1.0,1.0,1,1,1,1.0
1400,BBN1_V__6218,Unassigned,Unassigned,Unassigned,551_0,Clustered,2,VC_551_0,2,0.8456,0.5,0.4228,1,1,1,1.0
1401,BBN1_V__6337,Unassigned,Unassigned,Unassigned,1316_0,Clustered,2,VC_1316_0,2,0.2429,0.5,0.1214,1,1,1,1.0
1402,BBN1_V__638,Unassigned,Unassigned,Unassigned,834_0,Clustered,4,VC_834_0,4,0.1889,0.97210544,0.1836,1,1,1,1.0
1403,BBN1_V__6434,Unassigned,Unassigned,Unassigned,1004_0,Clustered,2,VC_1004_0,2,0.4266,0.87921671,0.3751,1,1,1,1.0
1404,BBN1_V__6763,Unassigned,Unassigned,Unassigned,1255_0,Clustered,7,VC_1255_0,7,0.9899,0.94508456,0.9355,1,1,1,1.0
1405,BBN1_V__684,Unassigned,Unassigned,Unassigned,649_0,Clustered,17,VC_649_0,17,0.5497,1.0,0.5497,1,1,1,1.0
1406,BBN1_V__7091,Unassigned,Unassigned,Unassigned,1384_0,Clustered,4,VC_1384_0,4,0.5953,0.71814857,0.4275,1,1,1,1.0
1407,BBN1_V__7176,Unassigned,Unassigned,Unassigned,1022_0,Clustered,2,VC_1022_0,2,1.0,1.0,1.0,1,1,1,1.0
1408,BBN1_V__7251,Unassigned,Unassigned,Unassigned,1385_0,Clustered,2,VC_1385_0,2,1.0,1.0,1.0,1,1,1,1.0
1409,BBN1_V__7426,Unassigned,Unassigned,Unassigned,1386_0,Clustered,2,VC_1386_0,2,1.0,1.0,1.0,1,1,1,1.0
1410,BBN1_V__7447,Unassigned,Unassigned,Unassigned,1384_0,Clustered,4,VC_1384_0,4,0.5953,0.71814857,0.4275,1,1,1,1.0
1411,BBN1_V__7461,Unassigned,Unassigned,Unassigned,1031_0,Clustered,2,VC_1031_0,2,0.1494,0.80863346,0.1208,1,1,1,1.0
1412,BBN1_V__7959,Unassigned,Unassigned,Unassigned,730_0,Clustered,4,VC_730_0,4,0.2889,0.92416884,0.2669,1,1,1,1.0
1413,BBN1_V__809,Unassigned,Unassigned,Unassigned,1387_0,Clustered,2,VC_1387_0,2,0.4976,0.5,0.2488,1,1,1,1.0
1414,BBN1_V__8093,Unassigned,Unassigned,Unassigned,372_0,Clustered,3,VC_372_0,3,0.4246,0.8462602,0.3593,1,1,1,1.0
1415,BBN1_V__8345,Unassigned,Unassigned,Unassigned,1315_0,Clustered,2,VC_1315_0,2,0.4039,0.85557782,0.3456,1,1,1,1.0
1416,BBN1_V__9025,Unassigned,Unassigned,Unassigned,528_0,Clustered,2,VC_528_0,2,0.3285,0.89435023,0.2938,1,1,1,1.0
1417,BBN3_V__10177,Unassigned,Unassigned,Unassigned,677_0,Clustered,4,VC_677_0,4,0.848,0.97408504,0.826,1,1,1,1.0
1418,BBN3_V__114,Unassigned,Unassigned,Unassigned,257_0,Clustered,3,VC_257_0,3,0.2323,0.99840992,0.232,1,1,1,1.0
1419,BBN3_V__1285,Unassigned,Unassigned,Unassigned,294_0,Clustered,3,VC_294_0,3,0.0893,0.99834484,0.0892,1,1,1,1.0
1420,BBN3_V__136,Unassigned,Unassigned,Unassigned,471_0,Clustered,2,VC_471_0,2,0.6296,0.72985431,0.4595,1,1,1,1.0
1421,BBN3_V__1416,Unassigned,Unassigned,Unassigned,700_0,Clustered,5,VC_700_0,5,0.2158,0.99994335,0.2158,1,2,2,1.0
1422,BBN3_V__1461,Unassigned,Unassigned,Unassigned,1381_0,Clustered,2,VC_1381_0,2,1.0,1.0,1.0,1,1,1,1.0
1423,BBN3_V__162,Unassigned,Unassigned,Unassigned,334_1,Clustered,10,VC_334_1,10,0.3216,1.0,0.3216,1,1,1,1.0
1424,BBN3_V__2532,Unassigned,Unassigned,Unassigned,287_1,Clustered/Singleton,1,VC_287_1,1,0.0,1.0,0.0,1,1,1,1.0
1425,BBN3_V__270,Unassigned,Unassigned,Unassigned,139_0,Clustered,4,VC_139_0,4,0.1493,0.99998315,0.1493,1,1,1,1.0
1426,BBN3_V__2739,Unassigned,Unassigned,Unassigned,509_0,Clustered,2,VC_509_0,2,0.2978,0.72985431,0.2174,1,1,1,1.0
1427,BBN3_V__3345,Unassigned,Unassigned,Unassigned,55_13,Clustered/Singleton,1,VC_55_13,1,0.0,1.0,0.0,1,1,1,1.0
1428,BBN3_V__3589,Unassigned,Unassigned,Unassigned,1040_0,Clustered,2,VC_1040_0,2,0.8429,0.72985431,0.6152,1,1,1,1.0
1429,BBN3_V__3628,Unassigned,Unassigned,Unassigned,512_0,Clustered,2,VC_512_0,2,0.2164,0.72090768,0.156,1,1,1,1.0
1430,BBN3_V__420,Unassigned,Unassigned,Unassigned,5_0,Clustered,2,VC_5_0,2,0.0796,0.95520034,0.076,1,1,1,1.0
1431,BBN3_V__4416,Unassigned,Unassigned,Unassigned,278_0,Clustered,7,VC_278_0,7,0.2148,1.0,0.2148,1,1,1,1.0
1432,BBN3_V__4676,Unassigned,Unassigned,Unassigned,265_0,Clustered,5,VC_265_0,5,0.2105,0.99730372,0.2099,1,1,1,1.0
1433,BBN3_V__5273,Unassigned,Unassigned,Unassigned,942_0,Clustered,4,VC_942_0,4,0.0917,0.90649025,0.0831,1,1,1,1.0
1434,BBN3_V__5316,Unassigned,Unassigned,Unassigned,514_0,Clustered,2,VC_514_0,2,0.2152,0.84352466,0.1815,1,1,1,1.0
1435,BBN3_V__5334,Unassigned,Unassigned,Unassigned,46_0,Clustered,2,VC_46_0,2,0.0199,0.92554955,0.0184,1,1,1,1.0
1436,BBN3_V__5408,Unassigned,Unassigned,Unassigned,6_1,Clustered,6,VC_6_1,6,0.3422,0.99999999,0.3422,1,1,1,0.9333
1437,BBN3_V__5459,Unassigned,Unassigned,Unassigned,666_0,Clustered,2,VC_666_0,2,0.3039,0.94884363,0.2884,1,1,1,1.0
1438,BBN3_V__546,Unassigned,Unassigned,Unassigned,730_0,Clustered,4,VC_730_0,4,0.2889,0.92416884,0.2669,1,1,1,1.0
1439,BBN3_V__6045,Unassigned,Unassigned,Unassigned,140_0,Clustered,3,VC_140_0,3,0.0374,0.97537198,0.0365,1,1,1,1.0
1440,BBN3_V__6198,Unassigned,Unassigned,Unassigned,384_0,Clustered,3,VC_384_0,3,0.3501,0.98198736,0.3438,1,1,1,1.0
1441,BBN3_V__6341,Unassigned,Unassigned,Unassigned,1392_0,Clustered,2,VC_1392_0,2,1.0,1.0,1.0,1,1,1,1.0
1442,BBN3_V__6476,Unassigned,Unassigned,Unassigned,941_0,Clustered,2,VC_941_0,2,0.0326,0.77581716,0.0253,1,1,1,1.0
1443,BBN3_V__6797,Unassigned,Unassigned,Unassigned,99_1,Clustered/Singleton,1,VC_99_1,1,0.0,1.0,0.0,1,1,1,1.0
1444,BBN3_V__7251,Unassigned,Unassigned,Unassigned,1385_0,Clustered,2,VC_1385_0,2,1.0,1.0,1.0,1,1,1,1.0
1445,BBN3_V__7555,Unassigned,Unassigned,Unassigned,700_0,Clustered,5,VC_700_0,5,0.2158,0.99994335,0.2158,1,2,2,1.0
1446,BBN3_V__8159,Unassigned,Unassigned,Unassigned,108_0,Clustered,32,VC_108_0,32,0.7011,1.0,0.7011,2,2,2,0.9758
1447,BBN3_V__8715,Unassigned,Unassigned,Unassigned,27_1,Clustered,18,VC_27_1,18,0.2996,1.0,0.2996,1,1,1,0.8497
1448,BBN3_V__8760,Unassigned,Unassigned,Unassigned,62_0,Clustered,20,VC_62_0,20,0.4316,1.0,0.4316,1,1,1,0.9947
1449,BBN3_V__8940,Unassigned,Unassigned,Unassigned,62_0,Clustered,20,VC_62_0,20,0.4316,1.0,0.4316,1,1,1,0.9947
1450,BBN3_V__9550,Unassigned,Unassigned,Unassigned,99_0,Clustered,24,VC_99_0,24,0.4493,1.0,0.4493,1,3,2,0.9493
1451,BBN3_V__9584,Unassigned,Unassigned,Unassigned,662_0,Clustered,3,VC_662_0,3,0.3802,0.97148006,0.3694,1,1,1,1.0
1452,BBN3_V__9733,Unassigned,Unassigned,Unassigned,771_0,Clustered,2,VC_771_0,2,0.1463,0.94670997,0.1385,1,1,1,1.0
1453,BBN6_V__107,Unassigned,Unassigned,Unassigned,36_5,Clustered/Singleton,1,VC_36_5,1,0.0,1.0,0.0,1,1,1,1.0
1454,BBN6_V__2,Unassigned,Unassigned,Unassigned,404_0,Clustered,4,VC_404_0,4,0.2311,0.58901036,0.1361,1,1,1,1.0
1455,BBN6_V__3264,Unassigned,Unassigned,Unassigned,334_2,Clustered,9,VC_334_2,9,0.2108,1.0,0.2108,1,1,1,0.8333
1456,BCL5_V__3701,Unassigned,Unassigned,Unassigned,1394_0,Clustered,3,VC_1394_0,3,0.9708,0.81445332,0.7907,1,1,1,1.0
1457,BCL5_V__4606,Unassigned,Unassigned,Unassigned,1187_0,Clustered,3,VC_1187_0,3,0.5427,0.81162044,0.4405,1,1,1,1.0
1458,BCL6_V__181,Unassigned,Unassigned,Unassigned,952_0,Clustered,2,VC_952_0,2,0.9116,0.72985431,0.6654,1,1,1,1.0
1459,BCL6_V__2419,Unassigned,Unassigned,Unassigned,625_0,Clustered,3,VC_625_0,3,0.2005,0.97462717,0.1954,1,1,1,1.0
1460,BCL6_V__7185,Unassigned,Unassigned,Unassigned,352_0,Clustered,3,VC_352_0,3,0.1039,0.9928147,0.1031,1,1,1,1.0
1461,BCL6_V__783,Unassigned,Unassigned,Unassigned,1395_0,Clustered,2,VC_1395_0,2,1.0,1.0,1.0,1,1,1,1.0
1462,BCL6_V__8536,Unassigned,Unassigned,Unassigned,339_0,Clustered,4,VC_339_0,4,0.1171,0.97918578,0.1147,1,2,2,0.6667
1463,Bacillus~phage~AR9,Unassigned,Unassigned,Unassigned,1397_0,Clustered/Singleton,1,VC_1397_0,1,0.0,1.0,0.0,1,1,1,1.0
1464,Bacillus~phage~AvesoBmore,Caudovirales,Myoviridae,B4virus,793_1,Clustered,5,VC_793_1,5,0.0878,0.99999986,0.0878,2,2,2,1.0
1465,Bacillus~phage~B4,Caudovirales,Myoviridae,B4virus,793_2,Clustered,2,VC_793_2,2,0.0209,0.93784224,0.0196,1,1,1,1.0
1466,Bacillus~phage~BCD7,Caudovirales,Myoviridae,Unassigned,30_0,Clustered,2,VC_30_0,2,0.2003,0.80758961,0.1617,1,2,2,1.0
1467,Bacillus~phage~BCP78,Caudovirales,Myoviridae,Tsarbombavirus,793_4,Clustered,2,VC_793_4,2,0.0238,0.95582683,0.0227,1,1,1,1.0
1468,Bacillus~phage~BCP8-2,Caudovirales,Myoviridae,Bc431virus,793_5,Clustered,5,VC_793_5,5,0.1022,0.99999996,0.1022,1,1,1,0.8
1469,Bacillus~phage~BM5,Caudovirales,Myoviridae,Unassigned,793_3,Clustered/Singleton,1,VC_793_3,1,0.0,1.0,0.0,1,1,1,1.0
1470,Bacillus~phage~BPS10C,Caudovirales,Myoviridae,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1471,Bacillus~phage~BPS13,Caudovirales,Myoviridae,Wphvirus,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1472,Bacillus~phage~Bam35c,Unassigned,Tectiviridae,Betatectivirus,1399_0,Clustered,4,VC_1399_0,4,1.0,1.0,1.0,1,1,1,1.0
1473,Bacillus~phage~Bastille,Caudovirales,Myoviridae,Bastillevirus,793_11,Clustered,4,VC_793_11,4,0.0627,0.99998456,0.0627,1,1,1,1.0
1474,Bacillus~phage~Bcp1,Caudovirales,Myoviridae,Bc431virus,793_5,Clustered,5,VC_793_5,5,0.1022,0.99999996,0.1022,1,1,1,0.8
1475,Bacillus~phage~Belinda,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1476,Bacillus~phage~BigBertha,Caudovirales,Myoviridae,B4virus,793_1,Clustered,5,VC_793_1,5,0.0878,0.99999986,0.0878,2,2,2,1.0
1477,Bacillus~phage~Bobb,Caudovirales,Myoviridae,Agatevirus,793_6,Clustered,3,VC_793_6,3,0.0614,0.99849073,0.0613,1,1,1,1.0
1478,Bacillus~phage~Bp8p-C,Caudovirales,Myoviridae,Agatevirus,793_6,Clustered,3,VC_793_6,3,0.0614,0.99849073,0.0613,1,1,1,1.0
1479,Bacillus~phage~CAM003,Caudovirales,Myoviridae,Bastillevirus,793_11,Clustered,4,VC_793_11,4,0.0627,0.99998456,0.0627,1,1,1,1.0
1480,Bacillus~phage~CP-51,Caudovirales,Myoviridae,Cp51virus,1172_1,Clustered,3,VC_1172_1,3,0.5327,0.99633944,0.5308,1,1,1,1.0
1481,Bacillus~phage~CampHawk,Caudovirales,Myoviridae,Spo1virus,1172_0,Clustered,2,VC_1172_0,2,0.2365,0.95334655,0.2255,1,1,1,1.0
1482,Bacillus~phage~DIGNKC,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1483,Bacillus~phage~Deep~Blue,Caudovirales,Myoviridae,Bc431virus,793_5,Clustered,5,VC_793_5,5,0.1022,0.99999996,0.1022,1,1,1,0.8
1484,Bacillus~phage~DirtyBetty,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1485,Bacillus~phage~Eldridge,Unassigned,Unassigned,Unassigned,793_8,Clustered,2,VC_793_8,2,0.0292,0.95588808,0.0279,1,2,2,1.0
1486,Bacillus~phage~Evoli,Caudovirales,Myoviridae,Bastillevirus,793_11,Clustered,4,VC_793_11,4,0.0627,0.99998456,0.0627,1,1,1,1.0
1487,Bacillus~phage~Eyuki,Caudovirales,Myoviridae,Wphvirus,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1488,Bacillus~phage~Fah,Caudovirales,Siphoviridae,Unassigned,1110_0,Clustered,3,VC_1110_0,3,0.4157,0.99802151,0.4149,2,1,1,1.0
1489,Bacillus~phage~GIL16c,Unassigned,Tectiviridae,Betatectivirus,1399_0,Clustered,4,VC_1399_0,4,1.0,1.0,1.0,1,1,1,1.0
1490,Bacillus~phage~Gamma,Caudovirales,Siphoviridae,Unassigned,1110_0,Clustered,3,VC_1110_0,3,0.4157,0.99802151,0.4149,2,1,1,1.0
1491,Bacillus~phage~Grass,Caudovirales,Myoviridae,Nit1virus,793_7,Clustered,2,VC_793_7,2,0.0303,0.95596508,0.0289,1,1,1,1.0
1492,Bacillus~phage~Hakuna,Caudovirales,Myoviridae,Wphvirus,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1493,Bacillus~phage~Hoody~T,Caudovirales,Myoviridae,Bastillevirus,793_11,Clustered,4,VC_793_11,4,0.0627,0.99998456,0.0627,1,1,1,1.0
1494,Bacillus~phage~JBP901,Caudovirales,Myoviridae,Bc431virus,793_5,Clustered,5,VC_793_5,5,0.1022,0.99999996,0.1022,1,1,1,0.8
1495,Bacillus~phage~JL,Caudovirales,Myoviridae,Cp51virus,1172_1,Clustered,3,VC_1172_1,3,0.5327,0.99633944,0.5308,1,1,1,1.0
1496,Bacillus~phage~Kida,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1497,Bacillus~phage~Mater,Caudovirales,Myoviridae,Unassigned,793_9,Clustered/Singleton,1,VC_793_9,1,0.0,1.0,0.0,1,1,1,1.0
1498,Bacillus~phage~Megatron,Caudovirales,Myoviridae,Wphvirus,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1499,Bacillus~phage~Moonbeam,Caudovirales,Myoviridae,Unassigned,793_8,Clustered,2,VC_793_8,2,0.0292,0.95588808,0.0279,1,2,2,1.0
1500,Bacillus~phage~Nemo,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1501,Bacillus~phage~Nigalana,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1502,Bacillus~phage~NotTheCreek,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1503,Bacillus~phage~Page,Caudovirales,Podoviridae,Pagevirus,1398_0,Clustered,6,VC_1398_0,6,0.8796,0.99987807,0.8794,2,1,1,1.0
1504,Bacillus~phage~Palmer,Caudovirales,Podoviridae,Pagevirus,1398_0,Clustered,6,VC_1398_0,6,0.8796,0.99987807,0.8794,2,1,1,1.0
1505,Bacillus~phage~Pascal,Caudovirales,Podoviridae,Pagevirus,1398_0,Clustered,6,VC_1398_0,6,0.8796,0.99987807,0.8794,2,1,1,1.0
1506,Bacillus~phage~Pavlov,Caudovirales,Podoviridae,Unassigned,1398_0,Clustered,6,VC_1398_0,6,0.8796,0.99987807,0.8794,2,1,1,1.0
1507,Bacillus~phage~Phrodo,Unassigned,Unassigned,Unassigned,793_1,Clustered,5,VC_793_1,5,0.0878,0.99999986,0.0878,2,2,2,1.0
1508,Bacillus~phage~Pony,Caudovirales,Podoviridae,Pagevirus,1398_0,Clustered,6,VC_1398_0,6,0.8796,0.99987807,0.8794,2,1,1,1.0
1509,Bacillus~phage~Pookie,Caudovirales,Podoviridae,Pagevirus,1398_0,Clustered,6,VC_1398_0,6,0.8796,0.99987807,0.8794,2,1,1,1.0
1510,Bacillus~phage~Riley,Caudovirales,Myoviridae,B4virus,793_1,Clustered,5,VC_793_1,5,0.0878,0.99999986,0.0878,2,2,2,1.0
1511,Bacillus~phage~SP-15,Unassigned,Unassigned,Unassigned,362_0,Clustered/Singleton,1,VC_362_0,1,0.0,1.0,0.0,1,1,1,1.0
1512,Bacillus~phage~SPBc2,Caudovirales,Siphoviridae,Spbetavirus,405_2,Clustered/Singleton,1,VC_405_2,1,0.0,1.0,0.0,1,1,1,1.0
1513,Bacillus~phage~SPP1,Caudovirales,Siphoviridae,Unassigned,1401_0,Clustered,2,VC_1401_0,2,0.1077,0.94797038,0.1021,1,1,1,1.0
1514,Bacillus~phage~SageFayge,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1515,Bacillus~phage~SalinJah,Unassigned,Unassigned,Unassigned,793_0,Clustered,16,VC_793_0,16,0.429,1.0,0.429,2,2,2,0.8583
1516,Bacillus~phage~Shanette,Caudovirales,Myoviridae,Cp51virus,1172_1,Clustered,3,VC_1172_1,3,0.5327,0.99633944,0.5308,1,1,1,1.0
1517,Bacillus~phage~Shbh1,Unassigned,Unassigned,Unassigned,793_10,Clustered/Singleton,1,VC_793_10,1,0.0,1.0,0.0,1,1,1,1.0
1518,Bacillus~phage~Slash,Caudovirales,Siphoviridae,Slashvirus,1402_0,Clustered,4,VC_1402_0,4,1.0,1.0,1.0,1,1,1,1.0
1519,Bacillus~phage~Spock,Caudovirales,Myoviridae,B4virus,793_2,Clustered,2,VC_793_2,2,0.0209,0.93784224,0.0196,1,1,1,1.0
1520,Bacillus~phage~Stahl,Caudovirales,Siphoviridae,Slashvirus,1402_0,Clustered,4,VC_1402_0,4,1.0,1.0,1.0,1,1,1,1.0
1521,Bacillus~phage~Staley,Caudovirales,Siphoviridae,Slashvirus,1402_0,Clustered,4,VC_1402_0,4,1.0,1.0,1.0,1,1,1,1.0
1522,Bacillus~phage~Stills,Caudovirales,Siphoviridae,Slashvirus,1402_0,Clustered,4,VC_1402_0,4,1.0,1.0,1.0,1,1,1,1.0
1523,Bacillus~phage~TP21-L,Caudovirales,Siphoviridae,Tp21virus,1400_0,Clustered,2,VC_1400_0,2,0.7661,0.85557782,0.6555,1,1,1,1.0
